utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
Morgan_Freeman_Singularity_2,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof,[-33.06137   28.478495],[26.362223 42.953087],[-20.879387 -45.456226]
Mark_Zuckerberg_Harvard_Address_5,Mark Zuckerberg,-,No,English,Male,Adult,Reverb,-,-,https://youtu.be/C5pPsmqwEis?si=nAFaO_bgwNUjAXZr,INSEOK LEE,bonafide,[47.41636   -3.2134807],[ 2.1050901 53.914474 ],[-34.518837 -34.40147 ]
TED_Einsteinparadox_1,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide,[50.9758    -4.5727615],[34.939568 24.191368],[-48.336998    3.8171887]
netflix_dp_1,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[ -0.50414264 -51.951298  ],[ 30.097202 -12.908575],[14.486565   9.3791895]
230701_Deep_3,YoonTaeYong,-,Yes,Korean,Male,Adult,Music,Crowded,-,https://www.youtube.com/watch?v=DDnXlTxpL0M,WOONGJAE LEE,bonafide,[ -5.2466283 -48.391727 ],[  8.416613 -17.433485],[-19.250095 -42.4443  ]
ISU_AIcover_snowflower_6,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof,[-36.29089    7.698494],[-40.97858     4.0228844],[-19.006548 -12.132351]
2023president_chusuk_4,YOON SUKYEOL,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=lVoOoebp3b8,KWONWOO JEONG,bonafide,[  8.289235 -14.601519],[-7.0159082  2.122344 ],[-23.190866    9.6292515]
MissYou_ImJaeBum_10,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[ 16.334063 -28.425774],[16.743362 48.927032],[-21.291698 -51.827385]
KwonEunBi_7,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof,[-20.871437  -2.694055],[-3.4247053  1.2576625],[35.533855  2.077309]
LOL_WORLDS_REACTION_5,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof,[-50.245358 -12.644658],[-40.306988  -9.39753 ],[15.936982 16.518051]
Howtomake_AIcover_10,TTS,TTS,No,Korean,Male,-,Music,-,-,https://youtu.be/PWQVcYml2ZA?si=ISO1e3aqKGO7RkFq,INSEOK LEE,spoof,[-20.30697   12.920306],[ 36.86456 -22.49429],[18.089294 49.841515]
ggondaehee_moonseyoon_3,Moon Se Yoon,-,No,Korean,Male,Adult,Reverb,Crowded,-,https://www.youtube.com/watch?v=nXdwi_PS2p8,WOONGJAE LEE,bonafide,[ -7.471843 -42.288704],[-43.4988   -15.293874],[13.669392   4.5233335]
footballmaster_3,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof,[-40.00821    5.825626],[-5.6562414  1.2190907],[-19.493107 -12.697821]
IU_AIcover_nomatterwhere_7,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof,[ -2.5356462 -51.41132  ],[-22.296444  17.590567],[-28.355515 -44.156815]
20230925_sbsnews4_9,AHN SANGWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=l-X7q9Pu4iQ,KWONWOO JEONG,bonafide,[ 52.391953 -21.784306],[29.121622 30.394539],[-10.399761 -58.392204]
TED_Prisoner_Riddle_2,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide,[-20.032686  46.28644 ],[-11.27763  29.32392],[ -1.2672868 -18.742487 ]
2022_01_21_AI_YOON_3,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof,[ 17.475294 -42.61894 ],[ 15.1142235 -15.546477 ],[11.225998 16.146172]
230914_YTN_japan_1,Fabien,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=OmIATrHoIzw,WOONGJAE LEE,bonafide,[42.166355 12.095093],[19.074062 49.744987],[ 27.81417  -12.237404]
230920_SBS_japan_1,Park Sang Jin,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KjmbHByLnT0,WOONGJAE LEE,bonafide,[34.530037 23.260239],[-42.342876 -11.23035 ],[21.88829   9.112918]
2021_12_21_AI_WEATHER_9,JEONG SORA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=R9GOVLHNbSs,KWONWOO JEONG,spoof,[-41.59793  -23.911127],[ 50.91205  -14.387507],[ 0.08391168 51.202847  ]
pride_and_prejudice_maleAI_2,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[40.68014  14.344358],[-3.9944296 48.617954 ],[15.775087 33.34414 ]
TED_Prisoner_Riddle_1,Alex Gendler,-,No,English,Male,Adult,Sound effect,-,-,https://youtu.be/N5vJSNXPEwA?si=_tg_pXfpxedM_Cfw,INSEOK LEE,bonafide,[13.563252 36.725224],[-35.19035   10.987913],[36.129673   3.6550531]
221027_Hansal_6,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[ 10.849134 -18.21314 ],[-44.882275 -29.674347],[16.99772  18.324617]
230916CITYvsWHU_4,SPORT CASTER(City),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/CeZ7wk6e9V4?si=90OlaTygTqRVXdQa,INSEOK LEE,bonafide,[-21.502008   -4.0636225],[ 24.199245 -28.740807],[-3.1625636  0.6288706]
baseballgame_5,SPORT CASTER,-,Yes,Korean,Male,Adult,Crowded,-,-,https://m.sports.naver.com/video/1106698,KWONWOO JEONG,bonafide,[-19.563585  46.482185],[-42.917812     0.46892026],[  4.45997  -15.221799]
MonsterMouse_Goodbye_3,MonsterMouse,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/iJPj9U04jmU?si=vxC_zKTrOXhNisXx,INSEOK LEE,spoof,[24.100069   0.8460839],[37.160984  -7.7890973],[30.375185 37.975834]
KimKyungHo_AIcover_You_5,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof,[ 13.015918 -22.156288],[ 1.4168335 54.7179   ],[-27.60806   -6.256439]
20210702_AI_ANCHOR_1,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof,[  7.2018976 -51.90362  ],[ 39.057793  -13.2105465],[ 11.115923 -56.92158 ]
typecast_changbae_8,TTS_changbae,TTS,No,Korean,Male,Elder,-,-,-,https://app.typecast.ai/ko/editor/652e2efd0307cc9327e94b41,WOONGJAE LEE,spoof,[-41.239117 -23.793415],[-48.151695 -29.021187],[-7.7639675 43.64     ]
todayistoday_9,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof,[23.940186 31.465528],[ 19.928513 -17.970053],[18.637627 49.725193]
Chutul_Cookie_7,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof,[-19.213755  13.511076],[-0.6159237 -4.6936502],[-1.4885101  2.5925484]
GGTIP_10_6,TTS_GGTIP,TTS,Yes,Korean,Male,Mix,-,-,-,https://youtu.be/9K9VocpSsgU?si=o708JGHGOSV3UECz,INSEOK LEE,spoof,[-21.890562 -16.084991],[ 6.9772735 52.239086 ],[-10.124872 -57.720345]
KLAB_JeonJu_3,Jeon YeJin,-,No,Korean,Female,Adult,Music,Random noise,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide,[-30.673737  36.78245 ],[  0.08099082 -14.165844  ],[-29.227545   9.910091]
LOL_Dopa_7,TTS_GangDo,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/QipDWk7_f0s?si=FB7uMidYTlZndUq-,INSEOK LEE,spoof,[-27.80766   11.119195],[  8.8969965 -20.923721 ],[-33.02222    -4.7679477]
leejaemyung_4,LEE JAE MYUNG,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qjgpbHH8xEY,KWONWOO JEONG,bonafide,[ 51.635452 -20.159927],[-42.411507   -2.4509618],[15.679314   1.5645652]
230917_MBCNEWS_PaikJongWon_5,Kwak Seung Gyu,-,No,Korean,Male,Adult,-,-,-,https://youtu.be/FGecEhX-ToA?si=gNxSJOMhcj-QETqr,INSEOK LEE,bonafide,[ 51.43496 -19.37732],[-12.805243  42.732117],[ -9.1541605 -13.427374 ]
2020president_chusuk_1,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide,[-36.802      7.480769],[-44.20652   -4.839559],[-49.663017   8.822142]
LOL_WORLDS_REACTION_6,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof,[-42.145847    4.3926144],[-54.02334  -13.611682],[  2.9291236 -57.846542 ]
20230710_AI_ANCHOR_3,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=yC-edLMz5Pc,KWONWOO JEONG,spoof,[ 15.086047 -45.905106],[ 42.132557 -13.299548],[-4.8307157 42.986874 ]
20230919_ytn_weather_7,WEATHER CASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=QmLCe6Io-TA,KWONWOO JEONG,bonafide,[42.181652 12.28298 ],[-54.50453  -29.781933],[-7.850041 44.34648 ]
20230928_handonghoon_1,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide,[-22.563578  12.655794],[44.67082  -6.753133],[ 11.826854 -64.75016 ]
KwonEunBi_8,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof,[-50.37346    -7.4877434],[-3.0408719 -4.1016445],[ 23.6241   -15.393406]
IU_AIcover_dandelion_6,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof,[-18.969131  13.367485],[-11.445975  35.713913],[ -8.117018 -54.455296]
netflix_dp_3,ACTOR,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[ -3.1147468 -50.16776  ],[-49.265747   -3.0524023],[-9.417943   1.0394675]
AI_PARKMYUNGSOO_NEWJEANS_4,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof,[ 15.340536 -25.558737],[-13.1247425  32.291023 ],[-18.04185  -43.389435]
jeongdongwon_5,JEONG DONGWON,-,No,Korean,Male,Teenager,-,-,-,https://www.youtube.com/watch?v=k9NJZnFeois,KWONWOO JEONG,bonafide,[ 16.219437 -27.591032],[ 23.56669  -25.008554],[14.354529 14.877792]
elle_yeji_2,YEJI,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=f3-sOcpMexE,KWONWOO JEONG,bonafide,[-13.0006895  47.828976 ],[-26.094936  10.750636],[34.410625  -1.8807107]
ODG_7and5_8,"5yrs_Old_Child, 7yrs_Old_Child",-,Yes,Korean,Female,Child,Music,Random noise,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide,[-0.04143299  5.377374  ],[-5.2083435 50.79285  ],[-39.47543  -31.405216]
IU_AIcover_writeyournumber_9,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=6IgeT060CW4,WOONGJAE LEE,spoof,[-0.5832384  6.3446164],[16.908627 48.362606],[-27.967958  11.557991]
HANI_AIcover_Pretty_5,HANI,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=VxrDni7vfOY,WOONGJAE LEE,spoof,[-3.9486198  9.905456 ],[10.1670685 53.63779  ],[-14.194429 -46.778687]
230722_Deep_2,YoonTaeYong,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l158Zac6AIU,WOONGJAE LEE,bonafide,[-11.61871   13.285578],[ 26.858345 -19.534458],[17.99703  34.367157]
20210702_AI_ANCHOR_10,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof,[ 12.570759 -49.13142 ],[-52.361553 -34.906948],[-27.117046 -44.822453]
HANI_AIcover_PainKiller_2,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=x624tADFZYI,WOONGJAE LEE,spoof,[ 3.2943654 -2.1960185],[-5.8440714 51.900517 ],[-24.069904   9.512448]
230926_HanJuneTV_9,HanJune,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qu9OqX_-3NU,WOONGJAE LEE,bonafide,[-3.8833103 45.99701  ],[-28.219347    6.9998384],[ 28.902924 -10.492115]
BUZZ_AIcover_haeyo_4,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof,[ -7.0838737 -44.333897 ],[ 26.812477 -23.201895],[-5.860064    0.99472636]
230921_GAMST_ManchesterUnited_9,GAMST,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=5S8HBc6Q2Ng,WOONGJAE LEE,bonafide,[-37.884674    6.7702436],[ 35.83839  -24.024645],[ -9.727643 -14.818393]
SportsOneChaser_1,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof,[-23.79111   12.311964],[ 11.276377 -22.440977],[32.198967 36.081924]
ZeroTang_1,TTS_39sec(Syolin),TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/fRvcO03K64A?si=RAxmOHrZ0ienW0-s,INSEOK LEE,spoof,[-17.603148  13.636369],[  0.2308904 -18.644302 ],[36.265022  6.352481]
footballmagazine365_7,TTS_footballmagazine371,TTS,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[20.830944 32.821964],[  8.775768 -30.743769],[ -9.474575 -12.636439]
Debate_6,"TTS_funshorts_1,3",TTS,Yes,Korean,Female,Mix,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-48.289948  -2.203438],[ 20.385912 -25.547665],[31.08115  38.058167]
20230927_handonghoon_6,HAN DONGHOON,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=MNo7eHMkkuw,KWONWOO JEONG,bonafide,[ -5.5345016 -34.407757 ],[-37.633324  11.087888],[-16.022943 -52.285458]
brothers_karamazov_femaleAI_4,TTS_FEMALE,TTS,No,English,Female,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[35.76162  21.921352],[35.89603   -7.3892703],[10.592385 33.18217 ]
podcast_3,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=SpcNa1WtVxY,KWONWOO JEONG,bonafide,[49.342175 -7.206153],[-13.221273  42.155136],[22.874916 38.046124]
IU_AIcover_dandelion_3,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Dv3c7xLoOfU,WOONGJAE LEE,spoof,[  9.070351 -14.669685],[ 7.295469 55.84414 ],[0.8603242 4.520263 ]
ZeroTang_4,TTS_39sec(Syolin),TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/fRvcO03K64A?si=RAxmOHrZ0ienW0-s,INSEOK LEE,spoof,[-14.36158   13.778047],[-50.722866 -27.234886],[23.76608  46.385006]
centorofrumor_2,centorofrumor,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=a0WnZEfXTK8,WOONGJAE LEE,spoof,[31.03565  24.604397],[-19.67188   15.464153],[37.993767 11.791384]
20230921_mbc_weather_5,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide,[14.924205 36.12232 ],[ 29.154587 -28.147835],[20.819359 36.234276]
typecast_changbae_7,TTS_changbae,TTS,No,Korean,Male,Elder,-,-,-,https://app.typecast.ai/ko/editor/652e2efd0307cc9327e94b41,WOONGJAE LEE,spoof,[-20.79584   -8.451014],[-6.5111895  1.2135658],[12.990974 24.587875]
YTNScienceToday_Love_7,Lee HyoJong,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide,[-11.267238  47.78679 ],[-1.3320601 -5.996806 ],[-52.26836     6.4715166]
Double_4,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof,[21.892252   6.0879917],[ 34.16028  -22.177528],[  1.3251591 -60.08484  ]
footballmagazine365_1,TTS_footballmagazine365,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GE8pfxQ2Whk,WOONGJAE LEE,spoof,[-31.590887  34.30809 ],[ 34.77439  -10.529391],[12.491641 36.525845]
tvshow_radiostar_3,VARIOUS COMEDIAN,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=VYouryzXhQI,KWONWOO JEONG,bonafide,[-9.299642 13.083195],[-47.37852    3.617048],[-40.866737  11.2027  ]
230916TOTvsSHE_7,SPORT CASTER(TOT),-,No,English,Male,Adult,Crowded,-,-,https://youtu.be/hOBs_Ddtr18?si=sCgjh_yf3O7HadM9,INSEOK LEE,bonafide,[-39.043518   6.251481],[ 12.899848 -26.317867],[-46.67582   8.16185]
20230925_sbsnews2_3,KIM DOGYUN,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=gGH6rg3aFFc,KWONWOO JEONG,bonafide,[-5.514663 46.60926 ],[-49.42878  -22.828156],[16.395536 34.197407]
20210702_AI_ANCHOR_7,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof,[ 17.640465 -39.77161 ],[ 42.81595  -13.230176],[10.651576 15.636133]
20230925_sbsnews3_5,REPORTER,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=GCOiANiDgqQ,KWONWOO JEONG,bonafide,[43.01486  12.445445],[-37.41939     3.0807874],[ -4.1827006 -17.884039 ]
KLAB_JeonJu_6,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide,[ 7.581863 41.446823],[  2.8682158 -14.309904 ],[31.133133 38.583847]
Leesooji_naver_4,TTS_LeeSooJi,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2832923,WOONGJAE LEE,spoof,[ 22.764563 -10.149323],[ 44.169388 -23.641407],[-2.894202 43.764374]
TED_Einsteinparadox_10,AMBER STUVER,-,No,English,Female,Adult,Music,-,-,https://youtu.be/h8GqaAp3cGs?si=xn7QtrSuaMDhYpfD,INSEOK LEE,bonafide,[ 9.811024 40.539562],[32.902473 26.592688],[-50.893993    4.0437937]
elle_songhyegyo_3,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide,[-20.716022  13.300688],[ 16.727253 -29.40856 ],[35.192936   5.2107806]
World_Running_Time_2,World_Running_Time,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=4bd32kKBGhs,WOONGJAE LEE,spoof,[-24.10162  44.77426],[-38.85358     1.9480212],[ -7.1465826 -49.174015 ]
MissYou_ImJaeBum_9,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[-11.201129  14.089982],[29.256182 33.847504],[-26.842081 -47.689766]
221027_Hansal_8,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[-50.472595 -13.077069],[ 47.13729  -15.908815],[ -6.5124545 -54.017426 ]
20230106_chuninbeom_1,CHUN INBEOM,-,No,Korean,Male,Elder,Music,-,-,https://www.youtube.com/watch?v=0H5-DFnuLdI,KWONWOO JEONG,bonafide,[23.159904 32.352066],[-35.43311    9.763946],[ 12.320887 -62.22186 ]
leejaemyung_3,LEE JAE MYUNG,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qjgpbHH8xEY,KWONWOO JEONG,bonafide,[ 51.533253 -18.954945],[-37.68372    -2.6602314],[ -9.423563 -48.26932 ]
ISU_AIcover_snowflower_8,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof,[ 14.874341 -25.28372 ],[-11.053099  40.353462],[-27.353245 -46.813313]
JangBeomJune_AIcover_monologue_8,JangBeomJune,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=uD79n8tjETs&list=PLd3BT7SpH7gmGQCATURscUYrwPyKx8x8A,WOONGJAE LEE,spoof,[ 15.827328 -45.648186],[13.748481 53.82555 ],[-28.284042 -46.97988 ]
KwonEunBi_2,TTS_Human_Addict,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/Bxmnp2fzf4g?si=8lKrCLJqyPpqekFb,INSEOK LEE,spoof,[-14.508047  47.807465],[-8.717828 32.57916 ],[ -4.6475697 -16.537971 ]
ImJaeBum_HypeBoy_5,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof,[0.755509  3.7942111],[-44.53931 -15.8294 ],[-11.390937 -46.268715]
BrunoMars_AIcover_EentHorizon_10,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=m5mQ2aL2Mkg,WOONGJAE LEE,spoof,[ 18.491066 -35.587124],[-15.836789  22.69964 ],[-18.482542 -49.864056]
AI_SWINGS_DITTO_4,MOON JIHOON,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=hfmuhMitznY,KWONWOO JEONG,spoof,[  8.71176  -51.155834],[-47.247025  -8.516251],[13.539097 11.752965]
Chutul_Cookie_2,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/dauKQH6capM?si=ui-88PuWWOU1qgNT,INSEOK LEE,spoof,[-6.5359945 12.048684 ],[-5.5655704  2.850782 ],[37.44681  10.214963]
LOL_Combi_10,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[-13.582248  13.882528],[ 38.447006 -10.423883],[-25.135666  -9.460702]
netflix_dp_8,"NA JOONGSEOK,  SHIN AWHI",-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=DINCkllty6k,KWONWOO JEONG,bonafide,[ -3.5242321 -50.492004 ],[-14.633278  23.892887],[-37.38329 -33.66519]
20210702_AI_ANCHOR_6,KIM JOOHA,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=cHo83zJ5CZk,KWONWOO JEONG,spoof,[ -7.6316123 -43.615208 ],[ 42.36521  -13.253973],[11.094798 15.886524]
230922_ImYuJin_3,Im YuJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=oWPOODlfZMU,WOONGJAE LEE,bonafide,[-5.895347 11.982761],[-51.02264  -33.609646],[-23.356234  -8.79108 ]
SportsOneChaser_3,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof,[-47.031284   -1.2175479],[  3.3206441 -11.050913 ],[36.73745  17.132078]
LOL_Combi_2,TTS_ByungChoon,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/AttUNwGaqbE?si=EDpth6-4bzaLrwV-,INSEOK LEE,spoof,[ 15.313552 -45.361416],[ 50.04842  -15.368882],[24.622883 44.91117 ]
KKONGCHI_3,TTS_Shorttube,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/ApaDJZ5wJEI?si=I-7ynGkBAHFKuvsP,INSEOK LEE,spoof,[-28.2835    10.829146],[ 27.925114 -17.365005],[17.060656 51.230583]
2022_03_02_AI_ANCHOR_3,KIM JOOHA,TTS,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=4ZZJOBQD9sM,KWONWOO JEONG,spoof,[22.777672   5.1813407],[ 44.129818 -22.876202],[ 3.4549744 49.567024 ]
ISU_AIcover_snowflower_5,Isu,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ZJ5WnjoWSxU,WOONGJAE LEE,spoof,[-49.990654 -14.358754],[14.24317  53.540356],[ -6.9884458 -17.609993 ]
typecast_hobin_5,TTS_hobin,TTS,No,Korean,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof,[ 2.6106536 44.290085 ],[-21.38607    12.5628195],[ 29.473753 -10.711335]
bdns_lgtwins_6,MOON SANGHOON,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=7E4DfSFMcwU,KWONWOO JEONG,bonafide,[-10.697166  47.477592],[-1.9715726 -8.172588 ],[ 28.98705  -10.981141]
kane_clip_4,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GCPENiWFySI,KWONWOO JEONG,bonafide,[24.060513  -0.9799563],[-50.47617 -35.9172 ],[-3.5385647 49.414467 ]
2023_01_31_AI_WEATHER_3,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=s8btT3yy3nY,KWONWOO JEONG,spoof,[-44.481415 -22.14574 ],[ 30.533247 -16.623358],[  2.9392872 -55.842987 ]
